# probe report -- machine-debian-trixie-16341
# taken     : 2026-09-03T23:46:30+02:00
# image     : /home/jean/.shared/DEVEL/repos/MARIONNET-dune-project/website-repo/download/marionnet-install.sh/1.0.x/machine-debian-trixie-16341
# sum       : 16341
# candidates: 2060 (BINARY_LIST of the .conf)
# probes    : help-timeout=5s x-timeout=6s x-only=0
# X server  : DISPLAY=:0 vendor string: The X.Org Foundation X.Org version: 21.1.11 
#
# name	verdict	rc	probe	first line of stderr
start-stop-daemon	OK	0	help	
stat	OK	0	help	
stdbuf	OK	0	help	
strace	OK	0	help	
strace-log-merge	OK	0	help	
streamzip	OK	0	help	
strings	OK	0	help	
strip	OK	0	help	
stty	OK	0	help	
su	OK	0	help	
sudo	OK	0	help	
sudoedit	OK	0	help	
sudo_logsrvd	OK	0	help	
sudoreplay	OK	0	help	
sudo_sendlog	OK	0	help	
sulogin	OK	0	help	
sum	OK	0	help	
sumtool	OK	0	help	
swanctl	OK	0	help	plugin 'test-vectors': failed to load - test_vectors_plugin_create not found and no plugin file available
swaplabel	OK	0	help	
swapoff	OK	0	help	
swapon	OK	0	help	
switch_root	OK	0	help	
sync	OK	0	help	
syntax_suggest3.3	OK	0	help	
sysctl	OK	0	help	
systemctl	OK	0	help	
systemd-ac-power	OK	0	help	
systemd-analyze	OK	0	help	
systemd-ask-password	OK	0	help	
systemd-cat	OK	0	help	
systemd-cgls	OK	0	help	
systemd-cgtop	OK	0	help	
systemd-confext	OK	0	help	
systemd-creds	OK	0	help	
systemd-delta	OK	0	help	
systemd-detect-virt	OK	0	help	
systemd-escape	OK	0	help	
systemd-firstboot	OK	0	help	
systemd-id128	OK	0	help	
systemd-inhibit	OK	0	help	
systemd-machine-id-setup	OK	0	help	
systemd-mount	OK	0	help	
systemd-notify	OK	0	help	
systemd-path	OK	0	help	
systemd-run	OK	0	help	
systemd-socket-activate	OK	0	help	
systemd-stdio-bridge	OK	0	help	
systemd-sysext	OK	0	help	
systemd-sysusers	OK	0	help	
systemd-tmpfiles	OK	0	help	
systemd-tty-ask-password-agent	OK	0	help	
systemd-umount	OK	0	help	
systemd-vpick	OK	0	help	
systool	OK	1	help	/usr/bin/systool: invalid option -- '-'
tabs	OK	1	help	Usage: tabs [options] [tabstop-list]
tac	OK	0	help	
tail	OK	0	help	
tapestat	OK	1	help	Usage: /usr/bin/tapestat [ options ] [ <interval> [ <count> ] ]
tar	OK	0	help	
tarcat	OK	0	help	
taskset	OK	0	help	
tbl	OK	0	help	
tc	ERR	255	help	Option "--help" is unknown, try "tc -help".
tcpd	OK	0	help	
tcpdchk	OK	1	help	/usr/sbin/tcpdchk: invalid option -- '-'
tcpdmatch	OK	1	help	/usr/sbin/tcpdmatch: invalid option -- '-'
tcpdump	OK	0	help	
tcpsvd	ERR	111	help	usage: /usr/bin/tcpsvd [-Ehpv] [-u user] [-c n] [-C n:msg] [-b n] [-l name] [-i dir|-x cdb] [-t sec] host port prog
tcptraceroute	ERR	2	help	getopt: unrecognized option '--help'
tcptraceroute.db	ERR	2	help	getopt: unrecognized option '--help'
tcsh	OK	0	help	
tdbbackup	OK	0	help	/usr/bin/tdbbackup: invalid option -- '-'
tdbbackup.tdbtools	OK	0	help	/usr/bin/tdbbackup.tdbtools: invalid option -- '-'
tdbdump	OK	1	help	/usr/bin/tdbdump: invalid option -- '-'
tdbrestore	OK	1	help	tdb_open: File exists
tdbtool	OK	0	help	
tee	OK	0	help	
telinit	OK	0	help	
telnet	OK	0	help	
telnetd	OK	0	help	
tempfile	OK	0	help	WARNING: tempfile is deprecated; consider using mktemp instead.
test	OK	0	help	
testparm	OK	0	help	
text2pcap	OK	0	help	
tgz	TIMEOUT	124	help	Writing gzip'd tar archive to "--help.tgz".
tic	OK	1	help	/usr/bin/tic: invalid option -- '-'
time	OK	0	help	
timedatectl	OK	0	help	
timeout	OK	0	help	
tipc	OK	1	version	/usr/sbin/tipc: unrecognized option '--version'
tkiptun-ng	OK	1	help	
tload	OK	0	help	
tmux	OK	1	help	usage: tmux [-2CDlNuVv] [-c shell-command] [-f file] [-L socket-name]
toe	OK	1	help	/usr/bin/toe: invalid option -- '-'
togglesebool	OK	1	help	/usr/sbin/togglesebool:  SELinux is disabled
top	OK	0	help	
touch	OK	0	help	
tput	ERR	2	help	/usr/bin/tput: invalid option -- '-'
tqdm	OK	0	help	
tr	OK	0	help	
tracepath	ERR	255	help	/usr/bin/tracepath: invalid option -- '-'
traceproto	ERR	2	help	getopt: unrecognized option '--help'
traceproto.db	ERR	2	help	getopt: unrecognized option '--help'
traceroute	OK	0	help	Usage:
traceroute6	OK	0	help	Usage:
traceroute6.db	OK	0	help	Usage:
traceroute.db	OK	0	help	Usage:
traceroute-nanog	ERR	2	help	getopt: unrecognized option '--help'
transset	X_ALIVE	124	x	
troff	OK	0	help	
true	OK	0	help	
truncate	OK	0	help	
try-from	OK	0	help	
tset	OK	1	help	/usr/bin/tset: invalid option -- '-'
tshark	OK	0	help	Running as user "root" and group "root". This could be dangerous.
tsig-keygen	OK	1	help	tsig-keygen: invalid argument --
tsk_comparedir	OK	1	help	/usr/bin/tsk_comparedir: invalid option -- '-'
tsk_gettimes	OK	1	help	/usr/bin/tsk_gettimes: invalid option -- '-'
tsk_imageinfo	OK	1	help	/usr/bin/tsk_imageinfo: invalid option -- '-'
tsk_loaddb	OK	1	help	/usr/bin/tsk_loaddb: invalid option -- '-'
tsk_recover	OK	1	help	/usr/bin/tsk_recover: invalid option -- '-'
tsort	OK	0	help	
tty	OK	0	help	
tune2fs	OK	1	help	/usr/sbin/tune2fs: invalid option -- '-'
typeprof3.3	OK	0	help	
tzselect	OK	0	help	
ubiattach	OK	0	help	
ubiblock	OK	0	help	
ubicrc32	OK	0	help	
ubidetach	OK	0	help	
ubiformat	OK	0	help	
ubihealthd	OK	1	help	Usage: /usr/sbin/ubihealthd [ -d UBI_DEVICE ] [-i INTERVAL_SEC ] [ -f ]
ubimkvol	OK	0	help	
ubinfo	OK	0	help	
ubinize	OK	0	help	
ubirename	ERR	255	help	ubirename: error!: too few arguments
ubirmvol	OK	0	help	
ubirsvol	OK	0	help	
ubiscan	OK	0	help	
ubiupdatevol	OK	0	help	
ucf	OK	0	help	Debian GNU/Linux ucf 3.0052.
ucfq	OK	0	help	
ucfr	OK	0	help	Debian GNU/Linux ucfr 3.0052.
uclampset	OK	0	help	
ucs2any	OK	1	help	/usr/bin/ucs2any: No STARTFONT line found in '--help'!
udpsvd	ERR	111	help	usage: /usr/bin/udpsvd [-hpv] [-u user] [-l name] [-i dir|-x cdb] [-t sec] host port prog
uic	OK	0	help	
uic3	OK	1	help	uic3: could not exec '/usr/lib/qt5/bin/uic3': No such file or directory
ul	OK	0	help	
umount	OK	0	help	
umount.nfs	OK	1	help	
umount.nfs4	OK	1	help	
unafs	OK	1	help	
uname	OK	0	help	
uncompress	OK	0	help	
uncompress.real	OK	1	help	Unknown flag: '-'; Usage: uncompress.real [-dfhvcVr] [-b maxbits] [--] [path ...]
unexpand	OK	0	help	
UnicodeNameMappingGenerator-19	OK	1	help	
unicode_start	OK	0	help	unicode_start skipped on not a tty
unicode_stop	OK	0	help	
uniq	OK	0	help	
unique	OK	1	help	malloc: Cannot allocate memory
unix2dos	OK	0	help	
unix2mac	OK	0	help	
unix_chkpwd	TIMEOUT	124	help	This binary is not designed for running in this way
unix_update	TIMEOUT	124	help	This binary is not designed for running in this way
unlink	OK	0	help	
unlzma	OK	0	help	
unsetfiles	OK	1	help	/usr/sbin/unsetfiles: invalid option -- '-'
unshadow	OK	1	help	
unshar	OK	0	help	
unshare	OK	0	help	
unsquashfs	OK	1	help	SYNTAX: /usr/bin/unsquashfs [OPTIONS] FILESYSTEM [files to extract or exclude (with -excludes) or cat (with -cat )]
unxz	OK	0	help	
unzip	OK	0	help	
unzipsfx	OK	0	help	
update-alternatives	OK	0	help	
update-ca-certificates	OK	0	help	
update-catalog	ERR	255	help	Usage:
update-cracklib	OK	0	help	
update-fonts-alias	OK	0	help	
update-fonts-dir	OK	0	help	
update-fonts-scale	OK	0	help	
update-icon-caches	OK	1	help	
update-ieee-data	OK	1	help	Invalid option: --
update-inetd	OK	0	help	Usage: update-inetd [<option>...] <command> <argument>
update-info-dir	OK	0	help	
update-locale	OK	0	help	Usage: update-locale [OPTIONS] [LANG=locale] [LC_NUMERIC=locale] ...
update-mime	OK	0	help	
update-mime-database	OK	1	help	/usr/bin/update-mime-database: invalid option -- '-'
update-passwd	OK	0	help	
update-rc.d	OK	1	help	usage: update-rc.d [-f] <basename> remove
update_rubygems	OK	1	help	/usr/bin/update_rubygems:25:in `load': cannot load such file -- /usr/share/rubygems-integration/all/gems/rubygems-update-3.6.7/exe/update_rubygems (LoadError)
update-shells	OK	0	help	
update-sysfs	OK	0	help	
update-xmlcatalog	OK	1	version	Unknown option: version
uptime	OK	0	help	
usb-devices	OK	0	help	find: ‘/sys/bus/usb/devices’: No such file or directory
usbhid-dump	OK	0	help	
usbreset	OK	1	help	No such device found
useradd	OK	0	help	
userdel	OK	0	help	
usermod	OK	0	help	
users	OK	0	help	
usnjls	OK	1	help	/usr/bin/usnjls: invalid option -- '-'
uudecode	OK	0	help	
uuencode	OK	0	help	
uxterm	X_ALIVE	124	x	
uz	OK	0	version	
validatetrans	OK	1	help	usage:  /usr/sbin/validatetrans scontext tcontext tclass newcontext
validlocale	OK	1	help	locale '--help' not available
vam	OK	0	help	
varlinkctl	OK	0	help	
vconfig	OK	1	help	
vcstime	OK	1	help	/dev/vcsa: No such file or directory
vdir	OK	0	help	
vdpa	OK	0	help	Usage: vdpa [ OPTIONS ] OBJECT { COMMAND | help }
verify-uselistorder-19	OK	0	help	
vi	OK	0	help	
view	OK	0	help	
viewres	X_ALIVE	124	x	
vigr	OK	0	help	Usage: vigr [options]
vim	OK	0	help	
vim-addon-manager	OK	0	help	
vim-addons	OK	0	help	
vim.basic	OK	0	help	
vimdiff	OK	0	help	
vimplate	OK	1	help	Can't locate Template.pm in @INC (you may need to install the Template module) (@INC entries checked: /etc/perl /usr/local/lib/x86_64-linux-gnu/perl/5.40.1 /usr/local/share/perl/5.40.1 /usr/lib/x86_64
vim.tiny	OK	0	help	
vimtutor	OK	0	help	
vipw	OK	0	help	Usage: vipw [options]
visudo	OK	0	help	
vmstat	OK	0	help	
vpddecode	OK	0	help	
vsftpd	ERR	2	help	
vsftpdwho	OK	1	help	
vtysh	OK	0	help	
w	OK	0	help	
w3m	OK	1	help	w3m version w3m/0.5.3+git20230121, options lang=en,m17n,image,color,ansi-color,mouse,gpm,menu,cookie,ssl,ssl-verify,external-uri-loader,w3mmailer,nntp,gopher,ipv6,alarm,mark,migemo
w3mman	OK	1	help	w3mman [-M <path>] [[<section>] <command>]
wall	OK	0	help	
wasm-ld-19	OK	0	help	
watch	OK	0	help	
watchgnupg	OK	0	help	
wbinfo	OK	0	help	
wc	OK	0	help	
wcurl	OK	0	help	
wdctl	OK	0	help	
wesside-ng	OK	0	help	/usr/sbin/wesside-ng: invalid option -- '-'
westcos-tool	ERR	2	help	
wget	OK	0	help	
whatis	OK	0	help	
whereis	OK	0	help	
which	ERR	2	help	Illegal option --
which.debianutils	ERR	2	help	Illegal option --
whiptail	OK	0	help	
who	OK	0	help	
whoami	OK	0	help	
whois	OK	0	help	
winbindd	OK	0	help	
winexe	OK	0	help	
wipefs	OK	0	help	
wireshark	OK	0	help	
wireshark.marionnet.sh	OK	0	help	
wireshark.real	OK	0	help	
wpaclean	OK	1	help	
www-browser	X_DIED	4	x	[warn] Epoll ADD(1) on fd 0 failed. Old events were 0; read change was 1 (add); write change was 0 (none); close change was 0 (none): Operation not permitted
X11	MISSING	-	none	not in PATH
x11perf	X_DIED	1	x	usage: /usr/bin/x11perf [-options ...]
x11perfcomp	X_DIED	0	x	
x86_64	OK	0	help	
x86_64-linux-gnu-addr2line	OK	0	help	
x86_64-linux-gnu-ar	OK	0	help	
x86_64-linux-gnu-as	OK	0	help	
x86_64-linux-gnu-c++filt	OK	0	help	
x86_64-linux-gnu-cpp	OK	0	help	
x86_64-linux-gnu-cpp-14	OK	0	help	
x86_64-linux-gnu-elfedit	OK	0	help	
x86_64-linux-gnu-g++	OK	0	help	
x86_64-linux-gnu-g++-14	OK	0	help	
x86_64-linux-gnu-gcc	OK	0	help	
x86_64-linux-gnu-gcc-14	OK	0	help	
x86_64-linux-gnu-gcc-ar	OK	0	help	
x86_64-linux-gnu-gcc-ar-14	OK	0	help	
x86_64-linux-gnu-gcc-nm	OK	0	help	
x86_64-linux-gnu-gcc-nm-14	OK	0	help	
x86_64-linux-gnu-gcc-ranlib	OK	0	help	
x86_64-linux-gnu-gcc-ranlib-14	OK	0	help	
x86_64-linux-gnu-gcov	OK	0	help	
x86_64-linux-gnu-gcov-14	OK	0	help	
x86_64-linux-gnu-gcov-dump	OK	0	help	
x86_64-linux-gnu-gcov-dump-14	OK	0	help	
x86_64-linux-gnu-gcov-tool	OK	0	help	
x86_64-linux-gnu-gcov-tool-14	OK	0	help	
x86_64-linux-gnu-gprof	OK	0	help	
x86_64-linux-gnu-ld	OK	0	help	
x86_64-linux-gnu-ld.bfd	OK	0	help	
x86_64-linux-gnu-lto-dump	OK	0	help	
x86_64-linux-gnu-lto-dump-14	OK	0	help	
x86_64-linux-gnu-nm	OK	0	help	
x86_64-linux-gnu-objcopy	OK	0	help	
x86_64-linux-gnu-objdump	OK	0	help	
x86_64-linux-gnu-python3.13-config	OK	0	help	
x86_64-linux-gnu-python3-config	OK	0	help	
x86_64-linux-gnu-ranlib	OK	0	help	
x86_64-linux-gnu-readelf	OK	0	help	
x86_64-linux-gnu-size	OK	0	help	
x86_64-linux-gnu-strings	OK	0	help	
x86_64-linux-gnu-strip	OK	0	help	
xargs	OK	0	help	
xauth	X_DIED	0	x	
xbiff	X_ALIVE	124	x	
xcalc	X_ALIVE	124	x	
xclip	X_DIED	0	x	
xclipboard	X_ALIVE	124	x	
xclip-copyfile	X_DIED	1	x	Usage: [options] /usr/bin/xclip-copyfile file...
xclip-cutfile	X_DIED	1	x	Usage: [options] /usr/bin/xclip-cutfile file...
xclip-pastefile	X_DIED	2	x	Error: target STRING not available
xclock	X_ALIVE	124	x	
xconsole	X_ALIVE	124	x	
xcursorgen	X_DIED	1	x	/usr/bin/xcursorgen: Error reading config file from stdin
xcutsel	X_ALIVE	124	x	
xdg-user-dir	OK	0	help	
xdg-user-dirs-update	OK	0	help	
xditview	X_ALIVE	124	x	
xdpyinfo	X_DIED	0	x	
xdriinfo	X_ALIVE	124	x	
xedit	X_ALIVE	124	x	
xev	X_ALIVE	124	x	
xeyes	X_ALIVE	124	x	
xfd	X_DIED	1	x	/usr/bin/xfd:  no font to display
xfontsel	X_ALIVE	124	x	
xgc	X_ALIVE	124	x	
xgettext	OK	0	help	
xkbbell	X_DIED	0	x	
xkbcomp	X_DIED	1	x	Error:            No input file specified
xkbevd	X_ALIVE	124	x	Temporarily disabling the audible bell
xkbprint	X_DIED	1	x	Error:            No input file specified
xkbvleds	X_ALIVE	124	x	
xkbwatch	X_ALIVE	124	x	
xkill	X_ALIVE	124	x	
xlinks2	X_ALIVE	124	x	
xload	X_ALIVE	124	x	
xlogo	X_ALIVE	124	x	
xlsatoms	OK	1	help	/usr/bin/xlsatoms: unrecognized argument --help
xlsclients	OK	1	help	/usr/bin/xlsclients: unrecognized argument --help
xlsfonts	X_DIED	0	x	
xmag	X_ALIVE	124	x	
xman	X_ALIVE	124	x	
xmessage	X_DIED	1	x	Unknown argument(s):
xml2-config	OK	0	help	
xmlpatterns	OK	1	help	xmlpatterns: could not exec '/usr/lib/qt5/bin/xmlpatterns': No such file or directory
xmlpatternsvalidator	OK	1	help	xmlpatternsvalidator: could not exec '/usr/lib/qt5/bin/xmlpatternsvalidator': No such file or directory
xmore	ERR	139	help	
xprop	X_ALIVE	124	x	
xsubpp	ERR	255	help	Unknown option: help
xtables-legacy-multi	OK	1	help	ERROR: No valid subcommand given.
xtables-monitor	OK	1	help	
xtables-nft-multi	OK	1	help	ERROR: No valid subcommand given.
xterm	X_ALIVE	124	x	
xtermcontrol	OK	0	help	
x-terminal-emulator	X_ALIVE	124	x	
xtermset	OK	0	help	
xvinfo	X_DIED	0	x	
xwd	X_ALIVE	124	x	
xwininfo	OK	1	help	/usr/bin/xwininfo: unrecognized argument --help
xwud	X_DIED	1	x	xwud: Error => Unable to read dump file header.
x-www-browser	X_ALIVE	124	x	
xxd	OK	1	help	Usage:
xz	OK	0	help	
xzcat	OK	0	help	
xzcmp	OK	0	help	
xzdiff	OK	0	help	
xzegrep	OK	0	help	
xzfgrep	OK	0	help	
xzgrep	OK	0	help	
xzless	OK	0	help	
xzmore	OK	0	help	
yaml2obj-19	OK	0	help	
yaml-bench-19	OK	0	help	
yes	OK	0	help	
ypdomainname	OK	0	version	
zcat	OK	0	help	
zcmp	OK	0	help	
zdiff	OK	0	help	
zdump	OK	0	help	
zegrep	OK	0	help	
zfgrep	OK	0	help	
zforce	OK	0	help	
zgrep	OK	0	help	
zic	OK	0	help	
zip	OK	0	help	
zipcloak	OK	0	help	
zipdetails	OK	0	help	
zipgrep	OK	1	help	
zipinfo	ERR	10	help	ZipInfo 3.00 of 20 April 2009, by Greg Roelofs and the Info-ZIP group.
zipnote	ERR	16	help	zipnote error: Invalid command arguments (unknown option)
zipsplit	ERR	16	help	
zless	OK	0	help	
zmore	OK	0	help	
znew	OK	0	help	
zramctl	OK	0	help	
#END	-	-	-	elapsed=3880s
